14769	14736	14648	14729	14745	14759	14510	14686	14691	14793	14603	14783	14634	14713	14667	14690	14655	14814	14634	14613	14678	14694	14945	14631	14772	3458	3726	3796	3615	3824	3596	4231	3724	3720	3774	3978	3780	4090	3751	3804	3737	3768	3523	3795	3918	3800	4110	3328	3533	3812	0.667091	0.66331	0.696454	0.716191	0.636321	0.671299	0.779105	0.746444	0.734748	0.633233	0.701465	0.693329	0.623104	0.656126	0.666558	0.693903	0.70986	0.676317	0.652978	0.800794	0.591989	0.619739	0.674993	0.64431	0.683587	0.986204	0.964314	0.93687	0.959276	0.992846	0.987326	0.928667	0.966144	0.982853	0.980262	0.982413	0.946201	0.958942	0.955205	0.990131	0.935679	0.937467	0.977582	0.984509	0.974578	0.953386	0.991217	0.968544	0.957249	0.856291	0.629045	0.699014	0.649563	0.662409	0.654066	0.701493	0.660348	0.70626	0.663774	0.704609	0.6884	0.672429	0.65832	0.636157	0.685796	0.660014	0.667128	0.681084	0.677423	0.671868	0.633837	0.696043	0.646083	0.658339	0.661088	
12163	11764	11943	11832	11890	12078	12034	12048	12033	11995	11877	12036	11957	11915	11834	12123	12169	11916	11936	12108	12015	12008	12126	11954	11986	11091	11983	11892	11981	11886	12145	11954	11561	11534	11358	12285	11823	12111	11592	12092	11795	10899	12079	12245	11358	11498	11572	11180	12188	11779	0.432023	0.501808	0.445318	0.430208	0.459785	0.441718	0.42097	0.449056	0.460898	0.438265	0.459425	0.421702	0.435902	0.460553	0.51167	0.448699	0.457943	0.476939	0.467063	0.470518	0.458203	0.425326	0.415604	0.471315	0.499998	0.986171	0.9814	0.990945	0.979409	0.979905	0.981333	0.979706	0.983912	0.98424	0.986192	0.990363	0.983408	0.974981	0.978458	0.985848	0.986916	0.983348	0.990373	0.982489	0.987543	0.972059	0.990781	0.989221	0.989708	0.985154	0.823586	0.81248	0.797287	0.818841	0.821772	0.817098	0.801301	0.798182	0.811774	0.816921	0.820493	0.80938	0.817738	0.798775	0.828128	0.829468	0.800649	0.809438	0.834691	0.798631	0.79641	0.802957	0.806087	0.819204	0.824939	
10813	10605	10476	10439	10436	10483	10726	10273	10708	10728	10421	10448	10605	10667	10461	10674	10445	10530	10594	10491	10602	10453	10506	10495	10691	17883	16919	18826	19271	18844	17504	17194	18106	18022	17385	19181	18093	18088	17629	18871	17808	18098	18071	17754	18745	17410	19177	18685	19122	17017	0.385159	0.412821	0.373378	0.38976	0.376979	0.413272	0.386046	0.426949	0.359258	0.37562	0.407722	0.395083	0.36152	0.36784	0.361558	0.395034	0.385164	0.346889	0.38572	0.372153	0.384632	0.368842	0.379006	0.403599	0.402252	0.974427	0.988351	0.987158	0.985604	0.985373	0.98458	0.979982	0.98752	0.985433	0.97326	0.984766	0.983871	0.988279	0.972452	0.986496	0.978996	0.984339	0.987526	0.984291	0.972524	0.987415	0.988498	0.977871	0.988308	0.979199	0.890515	0.87393	0.906134	0.88536	0.897656	0.885533	0.872348	0.907115	0.896064	0.868441	0.874833	0.887858	0.898773	0.87908	0.883942	0.869515	0.890966	0.882582	0.891582	0.878309	0.905845	0.889686	0.883108	0.897456	0.875314	
10124	9834	9789	9639	9914	9900	9578	9916	10035	9989	9852	9711	9774	9545	9712	9779	9633	9985	9577	9926	9719	9703	9670	9775	9900	22073	22678	22748	23023	20083	20652	21958	22374	20335	21445	22114	21899	20897	22631	22589	23089	23151	21934	23141	21592	22033	22755	24148	21530	21538	0.352121	0.339045	0.352292	0.338166	0.345134	0.331932	0.336501	0.345612	0.351256	0.327775	0.343904	0.378886	0.346811	0.382723	0.336435	0.35646	0.340433	0.33486	0.355554	0.36564	0.338254	0.351426	0.371473	0.319123	0.328809	0.990345	0.986064	0.9887	0.991579	0.976816	0.984053	0.992108	0.981149	0.981922	0.990108	0.988153	0.993322	0.984222	0.987827	0.988083	0.982722	0.992492	0.987024	0.989379	0.989855	0.991435	0.990895	0.990094	0.99063	0.992447	0.910971	0.926081	0.910799	0.942327	0.923118	0.927894	0.926949	0.931125	0.924005	0.922077	0.923927	0.924939	0.921853	0.927574	0.932434	0.938038	0.931645	0.935272	0.929711	0.92083	0.949455	0.925523	0.956989	0.924086	0.92542	
9194	9182	9406	9215	9439	9526	9429	9412	9417	9428	9126	9597	9334	9156	9532	9078	9355	9387	9669	9428	9390	9604	9182	9765	9498	22091	23369	23190	23941	24855	25022	23419	22763	23763	25706	25013	24378	24957	24636	25719	25449	24193	25151	22677	27077	23371	25313	25600	21596	24775	0.333742	0.351789	0.305747	0.336589	0.331831	0.326828	0.36217	0.364228	0.338035	0.331551	0.302417	0.341132	0.337063	0.342591	0.324653	0.369645	0.328361	0.321952	0.323372	0.33201	0.373241	0.333921	0.335219	0.326509	0.326109	0.979646	0.98967	0.992909	0.988467	0.979596	0.98697	0.989106	0.987777	0.993308	0.98817	0.982518	0.984041	0.985123	0.985452	0.988934	0.985853	0.984723	0.989161	0.987795	0.99022	0.985588	0.989504	0.991039	0.979204	0.986662	0.983344	0.960522	0.954185	0.958684	0.943056	0.936506	0.964643	0.975379	0.945132	0.957041	0.947333	0.955943	0.956198	0.949147	0.939571	0.964727	0.949224	0.947983	0.92097	0.954299	0.971364	0.966467	0.959083	0.947088	0.933279	
9646	9110	9556	9299	9544	9356	9114	9265	9496	9703	9400	9479	9614	9450	9484	9266	9486	9660	9497	9419	9541	9119	9867	9226	9195	27777	26008	26060	25010	23663	25713	23789	26056	27625	24740	24268	27249	23423	22470	26541	24466	25385	24329	25642	25740	24811	23184	22966	23624	25538	0.318391	0.311247	0.347442	0.343324	0.311534	0.326858	0.364123	0.326015	0.312959	0.300778	0.361972	0.33883	0.336686	0.294259	0.337377	0.323257	0.340309	0.340002	0.312465	0.347823	0.351394	0.339686	0.308868	0.371523	0.339496	0.990388	0.989701	0.988324	0.987027	0.990012	0.986192	0.982649	0.992085	0.986836	0.984214	0.98833	0.990774	0.989807	0.987694	0.989992	0.99149	0.990676	0.979458	0.979219	0.985298	0.986276	0.986803	0.989861	0.990602	0.988464	0.959111	0.972306	0.960112	0.951072	0.957661	0.960744	0.980398	0.94955	0.966738	0.963955	0.927282	0.978701	0.974004	0.967193	0.946212	0.931076	0.947542	0.930255	0.900038	0.946431	0.9448	0.974218	0.968265	0.970966	0.980089	
9372	9435	9424	9555	9340	9312	9479	9234	9225	9290	8965	9183	9050	9079	9065	9259	9506	9352	9261	9195	9008	9618	9143	9449	9558	25448	23967	24269	21140	24472	24409	21914	24885	26158	22709	26459	24902	29664	25681	25899	28774	22775	30734	27352	25255	30860	23562	25463	21182	25331	0.317959	0.369609	0.312121	0.303774	0.348363	0.328477	0.360234	0.332989	0.329775	0.300527	0.334042	0.350959	0.322299	0.356919	0.325205	0.298221	0.341446	0.321833	0.3295	0.307019	0.309247	0.303462	0.335749	0.320968	0.342498	0.991161	0.989068	0.988677	0.989596	0.984635	0.991307	0.993045	0.987741	0.992888	0.984773	0.988462	0.990796	0.991225	0.986735	0.98495	0.992177	0.989025	0.987656	0.99267	0.988346	0.970707	0.98747	0.986341	0.992282	0.984067	0.962607	0.956805	0.914231	0.913451	0.943514	0.934391	0.982765	0.989655	0.927487	0.930167	0.92543	0.972576	0.941296	0.928913	0.950838	0.955357	0.944946	0.921513	0.943794	0.910239	0.938043	0.898814	0.957658	0.978393	0.966194	
9540	9751	9172	8694	9199	9414	9610	9492	8891	9125	8929	8618	9877	9568	8606	9328	8976	9452	8441	9510	9570	9286	8313	9791	9335	25666	26140	24175	29814	23556	25747	29479	22765	31991	30105	31379	30494	25616	22636	29387	23770	29130	24892	28942	25221	28035	24354	30100	25653	27753	0.329379	0.287355	0.343281	0.315909	0.320885	0.288136	0.28532	0.310097	0.335842	0.321467	0.3211	0.296075	0.302328	0.316549	0.300068	0.319216	0.283538	0.306046	0.291018	0.322124	0.311281	0.320152	0.269773	0.285274	0.280864	0.986739	0.989363	0.987569	0.970413	0.973513	0.984727	0.971637	0.991525	0.990345	0.98731	0.968404	0.986647	0.991104	0.985021	0.978243	0.990979	0.990301	0.990488	0.993353	0.983646	0.978445	0.990761	0.966973	0.984733	0.986068	0.881512	0.896583	0.919286	0.902846	0.912131	0.927335	0.913241	0.931733	0.917059	0.883525	0.915887	0.928699	0.902438	0.900201	0.876703	0.944562	0.925667	0.896604	0.91592	0.890575	0.887905	0.912985	0.92684	0.868066	0.922475	
13391	13679	13338	13352	13464	13144	13322	13354	13519	13525	13463	13197	13396	13402	13409	13337	13278	13247	13247	13329	13474	13431	13324	13496	13303	4970	4796	5176	5202	4982	5271	5250	5005	4864	5063	5105	5356	4730	5282	5127	4724	4965	5052	5135	4860	4889	5092	4943	4863	5316	0.685262	0.663436	0.674477	0.669267	0.672825	0.749306	0.684187	0.695844	0.692175	0.632115	0.710567	0.743339	0.693207	0.708812	0.74245	0.711528	0.651667	0.69917	0.712263	0.705892	0.626729	0.618785	0.718615	0.628248	0.640427	0.963897	0.936826	0.954316	0.977655	0.947345	0.976034	0.98087	0.957751	0.986663	0.919944	0.980744	0.96334	0.972611	0.966777	0.876892	0.964501	0.973489	0.957647	0.985474	0.951191	0.959285	0.978923	0.975753	0.954081	0.976448	0.670286	0.635014	0.664346	0.673103	0.660867	0.695855	0.710182	0.674651	0.681484	0.654709	0.656875	0.679952	0.690657	0.657752	0.699059	0.622178	0.70415	0.687727	0.652755	0.652127	0.66401	0.636232	0.6323	0.64716	0.708661	
10523	10397	10289	10354	10192	10551	10481	10173	10503	10698	10620	10663	10698	10866	10370	10364	10525	10269	10351	10542	10361	10839	10386	10849	10625	8818	9658	9521	10046	11263	8760	10208	9997	9683	10346	9656	8885	9992	9074	9897	9271	9339	10761	10114	8289	9517	9527	10036	10379	9837	0.518579	0.504125	0.562676	0.486202	0.495805	0.492305	0.509926	0.512597	0.496273	0.495322	0.491877	0.482285	0.496967	0.521123	0.490232	0.500024	0.515839	0.534457	0.497922	0.518369	0.521288	0.51139	0.511377	0.513194	0.577347	0.976534	0.98167	0.957156	0.989279	0.96716	0.974115	0.980551	0.979747	0.959296	0.984712	0.975442	0.971437	0.959263	0.985684	0.972138	0.990961	0.984891	0.982764	0.971185	0.986045	0.984702	0.97795	0.987213	0.973463	0.98026	0.838494	0.817404	0.843529	0.813961	0.826122	0.79242	0.805301	0.818012	0.80169	0.808826	0.811356	0.835649	0.822667	0.821493	0.788569	0.857968	0.81911	0.873683	0.810048	0.799826	0.818355	0.830894	0.843092	0.899168	0.837155	
9914	10233	9938	9858	10027	10174	10137	10119	10058	9723	10259	10001	10552	10021	10411	9936	10431	9856	10549	10431	9839	9958	10262	10214	10074	10718	9953	12480	12364	10104	10401	9732	12377	11002	11659	10191	10531	10151	11374	8374	10565	9774	9557	9920	9907	11982	10442	11108	11492	11767	0.460298	0.472425	0.495356	0.498205	0.496835	0.502932	0.506075	0.484572	0.47934	0.472591	0.490782	0.531681	0.539263	0.449137	0.515877	0.483291	0.498693	0.485434	0.503975	0.486279	0.4619	0.491327	0.518003	0.463115	0.481681	0.986625	0.987465	0.99081	0.982525	0.976461	0.97062	0.976793	0.962556	0.964532	0.984573	0.975686	0.982157	0.974454	0.975975	0.983849	0.98084	0.986702	0.975123	0.982873	0.981448	0.985987	0.989907	0.983529	0.977576	0.97366	0.852527	0.870584	0.900774	0.820012	0.857901	0.842889	0.92961	0.940324	0.929208	0.934697	0.953173	0.935344	0.886617	0.806315	0.897373	0.831648	0.918026	0.783017	0.912005	0.911102	0.981013	0.961823	0.877316	0.816475	0.851046	
9866	10192	10053	10226	9734	9814	10008	10075	9853	10794	9292	10808	9862	9989	10295	9987	10203	10133	10250	9626	10406	9916	9732	9958	9987	10669	11463	10677	10765	10219	12025	10022	12328	11163	7506	12558	9451	9945	12825	11441	12660	11167	9776	8417	11932	13456	12597	11500	11087	11170	0.498488	0.459585	0.49835	0.462085	0.464648	0.481814	0.493833	0.471188	0.476931	0.458274	0.491646	0.496635	0.435766	0.500267	0.516026	0.525402	0.460934	0.482246	0.454748	0.534874	0.49747	0.461074	0.505683	0.478342	0.473334	0.978948	0.979556	0.984232	0.988951	0.988015	0.973209	0.972169	0.982489	0.969132	0.977624	0.970065	0.977444	0.97968	0.973289	0.990339	0.976883	0.982524	0.985053	0.98243	0.983046	0.991704	0.979712	0.985611	0.978347	0.970245	0.925232	0.922411	0.981883	0.890526	0.808233	0.936208	0.905902	0.883202	0.792568	0.752213	0.817294	0.806208	0.869225	0.898346	0.877289	0.921143	0.700954	0.879559	0.898177	0.945771	0.964649	0.810097	0.958946	0.771941	0.789399	
10575	10216	9489	9934	10327	10562	10462	10395	9901	9932	9990	10481	9888	10112	10096	10065	9919	10254	10056	9574	9773	10123	9885	10107	10237	8418	9167	9014	10632	10552	10359	8408	11413	10041	10636	10172	11144	9612	11215	12055	10043	9172	10704	11670	9830	12214	10075	12462	10888	10066	0.449156	0.462233	0.500907	0.443934	0.469777	0.515966	0.497917	0.440699	0.543547	0.469329	0.457315	0.486525	0.472406	0.465099	0.459947	0.475173	0.517403	0.445245	0.495736	0.471618	0.446842	0.476373	0.505835	0.465524	0.486002	0.974188	0.989512	0.983587	0.973406	0.967249	0.988493	0.981253	0.96531	0.976809	0.985101	0.962853	0.988128	0.968658	0.988702	0.986266	0.976663	0.980632	0.980209	0.983013	0.977396	0.983156	0.974384	0.97524	0.973213	0.980679	0.65218	0.900452	0.941002	0.659578	0.857002	0.941103	0.805149	0.555538	0.922308	0.943916	0.693072	0.828066	0.854551	0.826357	0.686694	0.813036	0.956181	0.716515	0.801581	0.780023	0.833577	0.807905	0.925052	0.800813	0.851097	
10155	9821	9844	10031	9821	9868	10046	9796	9952	9597	9420	10266	10069	9437	10078	10298	10214	9785	10337	9782	9637	10180	10010	10005	10170	12675	11606	11549	10816	10802	10319	11590	11598	10917	11940	11369	10352	12146	12446	11276	9682	8642	11354	9505	8939	12024	10648	10435	9684	9824	0.440925	0.461459	0.480495	0.49437	0.447166	0.426177	0.499964	0.423759	0.507543	0.449892	0.50373	0.459565	0.483003	0.441223	0.525896	0.439721	0.453494	0.476181	0.463937	0.475911	0.502528	0.503268	0.461837	0.49079	0.43645	0.976919	0.950473	0.987749	0.950832	0.978275	0.977333	0.982789	0.971411	0.985992	0.984693	0.989719	0.979966	0.973073	0.987378	0.97466	0.964144	0.993375	0.981297	0.977953	0.991403	0.977581	0.983022	0.971376	0.981209	0.983084	0.750292	0.629653	0.745066	0.739275	0.715183	0.64955	0.918216	0.665303	0.973762	0.655252	0.976724	0.920055	0.827077	0.675177	0.914165	0.690615	0.747087	0.758088	0.740768	0.831953	0.852386	0.987103	0.753309	0.885362	0.698863	
9956	10376	10114	11023	9645	9521	9336	9899	10787	9849	10571	10223	10186	9568	9774	9636	10176	9603	10190	10070	11020	10066	10356	10596	9306	13992	9651	11510	8128	9166	13173	10976	10886	11426	11230	10048	10796	11687	9792	9582	14608	10158	10882	12108	9421	10116	12208	11443	9454	12668	0.387874	0.449318	0.438088	0.493592	0.481895	0.440194	0.467924	0.414066	0.46132	0.502993	0.453354	0.492423	0.474286	0.511799	0.510233	0.432685	0.46577	0.412405	0.368569	0.452129	0.424027	0.42	0.489512	0.498588	0.473922	0.880994	0.982995	0.963636	0.980411	0.983027	0.971094	0.978499	0.958944	0.972428	0.97778	0.935384	0.984495	0.985258	0.979163	0.978699	0.952233	0.987622	0.96395	0.933972	0.982209	0.97827	0.971818	0.989587	0.981589	0.98369	0.454706	0.732571	0.655616	0.928669	0.732368	0.616336	0.79657	0.569565	0.846975	0.952894	0.556477	0.963352	0.895181	0.959391	0.942666	0.603898	0.856767	0.433084	0.390697	0.738005	0.619132	0.54923	0.964617	0.980959	0.801944	
