	0.5	0.505	0.51	0.515	0.52	0.525	0.53	0.535	0.54	0.545	0.55	0.555	0.56	0.565	0.57	0.575	0.58	0.585	0.59	0.595	0.6	0.605	0.61	0.615	0.62	0.625	0.63	0.635	0.64	0.645	0.65	0.655	0.66	0.665	0.67	0.675	0.68	0.685	0.69	0.695	0.7	0.705	0.71	0.715	0.72	0.725	0.73	0.735	0.74	0.745	0.75	0.755	0.76	0.765	0.77	0.775	0.78	0.785	0.79	0.795	0.8	0.805	0.81	0.815	0.82	0.825	0.83	0.835	0.84	0.845	0.85	0.855	0.86	0.865	0.87	0.875	0.88	0.885	0.89	0.895	0.9	0.905	0.91	0.915	0.92	0.925	0.93	0.935	0.94	0.945	0.95	0.955	0.96	0.965	0.97	0.975	0.98	0.985	0.99	0.995	1
0.5	1	1.00795	1.01586	1.02372	1.03155	1.03934	1.04708	1.05479	1.06245	1.07007	1.07765	1.08519	1.09269	1.10015	1.10756	1.11493	1.12226	1.12955	1.1368	1.144	1.15116	1.15828	1.16536	1.1724	1.17939	1.18635	1.19326	1.20013	1.20695	1.21374	1.22049	1.22719	1.23385	1.24047	1.24705	1.25359	1.26009	1.26655	1.27296	1.27934	1.28568	1.29197	1.29823	1.30445	1.31062	1.31676	1.32286	1.32892	1.33494	1.34092	1.34687	1.35277	1.35864	1.36447	1.37026	1.37602	1.38173	1.38741	1.39306	1.39866	1.40423	1.40977	1.41527	1.42073	1.42615	1.43155	1.4369	1.44222	1.44751	1.45276	1.45798	1.46317	1.46832	1.47343	1.47852	1.48357	1.48859	1.49357	1.49852	1.50345	1.50833	1.51319	1.51802	1.52281	1.52758	1.53231	1.53702	1.54169	1.54633	1.55095	1.55553	1.56009	1.56462	1.56912	1.57359	1.57804	1.58245	1.58685	1.59121	1.59556	1.59988
0.505	0.997943	1	1.00208	1.00419	1.00633	1.00849	1.01068	1.0129	1.01514	1.0174	1.01969	1.022	1.02434	1.0267	1.02909	1.0315	1.03393	1.03639	1.03887	1.04137	1.0439	1.04645	1.04902	1.05161	1.05423	1.05687	1.05952	1.06221	1.06491	1.06763	1.07037	1.07314	1.07593	1.07873	1.08156	1.08441	1.08728	1.09016	1.09307	1.096	1.09895	1.10191	1.1049	1.10791	1.11093	1.11398	1.11704	1.12012	1.12323	1.12635	1.12948	1.13264	1.13582	1.13901	1.14223	1.14546	1.14871	1.15197	1.15526	1.15857	1.16189	1.16523	1.16859	1.17196	1.17536	1.17877	1.1822	1.18565	1.18912	1.1926	1.19611	1.19963	1.20317	1.20673	1.2103	1.2139	1.21752	1.22115	1.2248	1.22848	1.23217	1.23588	1.23962	1.24337	1.24715	1.25094	1.25476	1.25861	1.26247	1.26637	1.27029	1.27423	1.27821	1.28222	1.28626	1.29033	1.29445	1.29862	1.30284	1.30713	1.31154
0.51	0.99585	0.997912	1	1.00212	1.00426	1.00642	1.00862	1.01084	1.01308	1.01535	1.01765	1.01997	1.02231	1.02468	1.02707	1.02949	1.03193	1.03439	1.03688	1.03939	1.04193	1.04448	1.04706	1.04966	1.05229	1.05493	1.0576	1.06029	1.063	1.06573	1.06848	1.07126	1.07405	1.07687	1.07971	1.08256	1.08544	1.08834	1.09126	1.09419	1.09715	1.10013	1.10313	1.10614	1.10918	1.11223	1.11531	1.1184	1.12151	1.12464	1.12779	1.13096	1.13415	1.13735	1.14057	1.14382	1.14708	1.15035	1.15365	1.15697	1.1603	1.16365	1.16702	1.1704	1.17381	1.17723	1.18067	1.18413	1.18761	1.1911	1.19462	1.19815	1.2017	1.20526	1.20885	1.21246	1.21608	1.21972	1.22338	1.22707	1.23077	1.23449	1.23823	1.24199	1.24578	1.24958	1.25341	1.25726	1.26113	1.26503	1.26896	1.27291	1.27689	1.2809	1.28495	1.28903	1.29315	1.29732	1.30154	1.30584	1.31025
0.515	0.993773	0.995821	0.997897	1	1.00213	1.00429	1.00647	1.00867	1.01091	1.01317	1.01545	1.01776	1.02009	1.02245	1.02484	1.02724	1.02967	1.03213	1.03461	1.03711	1.03963	1.04218	1.04475	1.04734	1.04996	1.0526	1.05526	1.05794	1.06064	1.06337	1.06611	1.06888	1.07167	1.07448	1.07731	1.08016	1.08303	1.08592	1.08883	1.09177	1.09472	1.09769	1.10068	1.10369	1.10672	1.10977	1.11284	1.11593	1.11904	1.12217	1.12531	1.12848	1.13166	1.13486	1.13808	1.14132	1.14458	1.14785	1.15115	1.15446	1.15779	1.16114	1.1645	1.16789	1.17129	1.17471	1.17815	1.18161	1.18508	1.18858	1.19209	1.19562	1.19917	1.20273	1.20632	1.20992	1.21354	1.21719	1.22085	1.22453	1.22823	1.23195	1.23569	1.23945	1.24323	1.24704	1.25087	1.25472	1.25859	1.26249	1.26641	1.27036	1.27435	1.27836	1.2824	1.28648	1.2906	1.29477	1.299	1.30329	1.3077
0.52	0.991911	0.993894	0.995903	0.997938	1	1.00209	1.0042	1.00634	1.0085	1.01069	1.01291	1.01515	1.01741	1.0197	1.02201	1.02435	1.0267	1.02909	1.03149	1.03392	1.03638	1.03885	1.04135	1.04387	1.04641	1.04898	1.05156	1.05417	1.0568	1.05945	1.06213	1.06482	1.06754	1.07028	1.07303	1.07581	1.07861	1.08143	1.08427	1.08713	1.09001	1.09291	1.09583	1.09877	1.10174	1.10472	1.10772	1.11073	1.11377	1.11683	1.11991	1.12301	1.12612	1.12926	1.13241	1.13558	1.13878	1.14199	1.14522	1.14847	1.15173	1.15502	1.15832	1.16165	1.16499	1.16835	1.17173	1.17513	1.17855	1.18199	1.18544	1.18892	1.19241	1.19592	1.19946	1.20301	1.20658	1.21018	1.21379	1.21742	1.22107	1.22475	1.22845	1.23216	1.23591	1.23967	1.24346	1.24727	1.2511	1.25497	1.25886	1.26278	1.26672	1.27071	1.27472	1.27878	1.28287	1.28702	1.29122	1.29549	1.29989
0.525	0.990031	0.991972	0.99394	0.995934	0.997954	1	1.00207	1.00417	1.00629	1.00844	1.01061	1.0128	1.01502	1.01727	1.01954	1.02183	1.02414	1.02648	1.02885	1.03123	1.03364	1.03607	1.03852	1.041	1.0435	1.04602	1.04856	1.05113	1.05371	1.05632	1.05895	1.0616	1.06428	1.06697	1.06968	1.07242	1.07517	1.07795	1.08075	1.08356	1.0864	1.08926	1.09214	1.09504	1.09796	1.10089	1.10385	1.10683	1.10983	1.11284	1.11588	1.11894	1.12201	1.12511	1.12822	1.13136	1.13451	1.13768	1.14087	1.14408	1.14731	1.15056	1.15383	1.15712	1.16042	1.16375	1.16709	1.17046	1.17384	1.17724	1.18067	1.18411	1.18757	1.19105	1.19455	1.19807	1.20162	1.20518	1.20876	1.21237	1.21599	1.21964	1.22331	1.227	1.23072	1.23445	1.23822	1.24201	1.24582	1.24966	1.25353	1.25742	1.26135	1.26532	1.26931	1.27335	1.27743	1.28156	1.28575	1.29001	1.2944
0.53	0.990982	0.992411	0.99387	0.995358	0.996876	0.998423	1	1.00161	1.00324	1.0049	1.0066	1.00832	1.01006	1.01184	1.01365	1.01548	1.01734	1.01923	1.02114	1.02309	1.02506	1.02705	1.02908	1.03113	1.03321	1.03531	1.03744	1.0396	1.04178	1.04399	1.04623	1.04849	1.05078	1.05309	1.05543	1.0578	1.06019	1.06261	1.06505	1.06751	1.07001	1.07252	1.07506	1.07763	1.08022	1.08284	1.08548	1.08815	1.09084	1.09355	1.09629	1.09906	1.10185	1.10466	1.1075	1.11036	1.11325	1.11616	1.11909	1.12205	1.12504	1.12805	1.13108	1.13413	1.13722	1.14032	1.14345	1.14661	1.14979	1.15299	1.15622	1.15947	1.16275	1.16605	1.16938	1.17274	1.17612	1.17952	1.18296	1.18642	1.1899	1.19341	1.19696	1.20052	1.20412	1.20775	1.21141	1.21509	1.21881	1.22257	1.22635	1.23018	1.23404	1.23794	1.24188	1.24587	1.24991	1.25401	1.25818	1.26243	1.26683
0.535	0.985529	0.987513	0.989525	0.991565	0.993633	0.995728	0.99785	1	1.00218	1.00438	1.00661	1.00886	1.01115	1.01345	1.01579	1.01814	1.02053	1.02293	1.02537	1.02782	1.0303	1.03281	1.03534	1.03789	1.04047	1.04306	1.04569	1.04833	1.051	1.05369	1.0564	1.05914	1.0619	1.06468	1.06748	1.0703	1.07314	1.07601	1.0789	1.0818	1.08473	1.08768	1.09065	1.09364	1.09665	1.09968	1.10273	1.1058	1.1089	1.11201	1.11514	1.11829	1.12146	1.12464	1.12785	1.13108	1.13432	1.13759	1.14087	1.14418	1.1475	1.15084	1.1542	1.15758	1.16097	1.16439	1.16782	1.17128	1.17475	1.17824	1.18175	1.18527	1.18882	1.19238	1.19597	1.19957	1.20319	1.20684	1.2105	1.21418	1.21788	1.2216	1.22534	1.22911	1.23289	1.2367	1.24053	1.24438	1.24826	1.25216	1.25609	1.26004	1.26403	1.26804	1.27209	1.27617	1.2803	1.28447	1.28869	1.29299	1.2974
0.54	0.984603	0.986438	0.988299	0.990186	0.992098	0.994036	0.995999	0.997987	1	1.00204	1.0041	1.00619	1.0083	1.01043	1.01259	1.01477	1.01698	1.01921	1.02146	1.02373	1.02603	1.02835	1.0307	1.03306	1.03545	1.03786	1.0403	1.04275	1.04523	1.04773	1.05025	1.05279	1.05536	1.05794	1.06055	1.06318	1.06583	1.0685	1.07119	1.0739	1.07664	1.07939	1.08217	1.08496	1.08778	1.09061	1.09347	1.09635	1.09925	1.10217	1.1051	1.10806	1.11104	1.11404	1.11706	1.1201	1.12316	1.12624	1.12934	1.13246	1.1356	1.13876	1.14194	1.14514	1.14836	1.15161	1.15487	1.15815	1.16145	1.16478	1.16812	1.17148	1.17487	1.17828	1.18171	1.18516	1.18863	1.19212	1.19563	1.19917	1.20273	1.20632	1.20992	1.21356	1.21721	1.22089	1.2246	1.22833	1.23209	1.23588	1.2397	1.24355	1.24744	1.25136	1.25531	1.25931	1.26335	1.26745	1.27161	1.27584	1.28021
