	0.5	0.505	0.51	0.515	0.52	0.525	0.53	0.535	0.54	0.545	0.55	0.555	0.56	0.565	0.57	0.575	0.58	0.585	0.59	0.595	0.6	0.605	0.61	0.615	0.62	0.625	0.63	0.635	0.64	0.645	0.65	0.655	0.66	0.665	0.67	0.675	0.68	0.685	0.69	0.695	0.7	0.705	0.71	0.715	0.72	0.725	0.73	0.735	0.74	0.745	0.75	0.755	0.76	0.765	0.77	0.775	0.78	0.785	0.79	0.795	0.8	0.805	0.81	0.815	0.82	0.825	0.83	0.835	0.84	0.845	0.85	0.855	0.86	0.865	0.87	0.875	0.88	0.885	0.89	0.895	0.9	0.905	0.91	0.915	0.92	0.925	0.93	0.935	0.94	0.945	0.95	0.955	0.96	0.965	0.97	0.975	0.98	0.985	0.99	0.995	1
0.5	1	1.00698	1.01392	1.02082	1.02768	1.03451	1.04131	1.04806	1.05478	1.06146	1.0681	1.07471	1.08128	1.08782	1.09431	1.10077	1.1072	1.11359	1.11994	1.12625	1.13253	1.13878	1.14498	1.15115	1.15729	1.16339	1.16946	1.17549	1.18148	1.18744	1.19337	1.19926	1.20511	1.21093	1.21672	1.22248	1.22819	1.23388	1.23953	1.24515	1.25074	1.25629	1.26181	1.26729	1.27275	1.27817	1.28356	1.28892	1.29424	1.29954	1.3048	1.31003	1.31523	1.3204	1.32554	1.33065	1.33573	1.34078	1.34579	1.35078	1.35574	1.36067	1.36557	1.37044	1.37528	1.3801	1.38488	1.38964	1.39437	1.39907	1.40375	1.40839	1.41301	1.4176	1.42217	1.42671	1.43122	1.43571	1.44017	1.44461	1.44901	1.4534	1.45776	1.46209	1.4664	1.47069	1.47495	1.47919	1.4834	1.48759	1.49176	1.49591	1.50003	1.50414	1.50822	1.51228	1.51632	1.52034	1.52434	1.52833	1.53231
0.505	0.998845	1	1.00117	1.00235	1.00355	1.00477	1.006	1.00724	1.0085	1.00977	1.01106	1.01237	1.01368	1.01501	1.01636	1.01772	1.01909	1.02048	1.02188	1.0233	1.02473	1.02618	1.02764	1.02911	1.0306	1.03211	1.03362	1.03516	1.0367	1.03826	1.03984	1.04143	1.04303	1.04465	1.04628	1.04793	1.04959	1.05127	1.05296	1.05467	1.05639	1.05813	1.05988	1.06165	1.06343	1.06523	1.06704	1.06887	1.07072	1.07258	1.07445	1.07635	1.07826	1.08018	1.08212	1.08408	1.08606	1.08805	1.09006	1.09209	1.09414	1.0962	1.09828	1.10038	1.1025	1.10464	1.10679	1.10897	1.11117	1.11338	1.11562	1.11788	1.12016	1.12246	1.12478	1.12713	1.1295	1.13189	1.13431	1.13675	1.13922	1.14171	1.14424	1.14679	1.14937	1.15198	1.15462	1.1573	1.16001	1.16276	1.16554	1.16837	1.17124	1.17417	1.17714	1.18017	1.18327	1.18645	1.18972	1.19313	1.19676
0.51	0.997595	0.99879	1	1.00122	1.00246	1.00372	1.00498	1.00626	1.00756	1.00887	1.01019	1.01153	1.01289	1.01425	1.01563	1.01703	1.01843	1.01986	1.02129	1.02274	1.02421	1.02568	1.02718	1.02868	1.0302	1.03173	1.03328	1.03484	1.03642	1.03801	1.03961	1.04123	1.04286	1.0445	1.04616	1.04784	1.04952	1.05123	1.05294	1.05467	1.05642	1.05818	1.05995	1.06174	1.06355	1.06537	1.0672	1.06905	1.07092	1.0728	1.0747	1.07661	1.07854	1.08048	1.08244	1.08442	1.08641	1.08842	1.09045	1.09249	1.09455	1.09663	1.09873	1.10084	1.10298	1.10513	1.1073	1.10949	1.1117	1.11392	1.11617	1.11844	1.12073	1.12304	1.12538	1.12773	1.13011	1.13251	1.13494	1.13739	1.13986	1.14237	1.14489	1.14745	1.15004	1.15265	1.1553	1.15798	1.1607	1.16345	1.16624	1.16907	1.17195	1.17487	1.17784	1.18088	1.18398	1.18716	1.19043	1.19383	1.19746
0.515	0.996483	0.997641	0.998813	1	1.0012	1.00242	1.00364	1.00489	1.00614	1.00742	1.0087	1.01	1.01131	1.01264	1.01398	1.01533	1.0167	1.01808	1.01947	1.02088	1.0223	1.02374	1.02519	1.02665	1.02813	1.02962	1.03112	1.03264	1.03417	1.03572	1.03728	1.03885	1.04044	1.04204	1.04365	1.04528	1.04693	1.04858	1.05026	1.05194	1.05364	1.05536	1.05709	1.05884	1.0606	1.06237	1.06416	1.06597	1.06779	1.06962	1.07148	1.07334	1.07523	1.07713	1.07904	1.08098	1.08293	1.08489	1.08688	1.08888	1.09089	1.09293	1.09498	1.09706	1.09915	1.10125	1.10338	1.10553	1.1077	1.10988	1.11209	1.11432	1.11657	1.11884	1.12114	1.12345	1.12579	1.12816	1.13054	1.13296	1.1354	1.13786	1.14036	1.14288	1.14543	1.14801	1.15063	1.15328	1.15596	1.15868	1.16144	1.16424	1.16709	1.16998	1.17293	1.17594	1.17902	1.18217	1.18542	1.1888	1.19242
0.52	0.995454	0.99657	0.9977	0.998843	1	1.00117	1.00235	1.00355	1.00476	1.00599	1.00723	1.00848	1.00974	1.01102	1.01231	1.01362	1.01493	1.01626	1.01761	1.01897	1.02034	1.02172	1.02312	1.02453	1.02595	1.02739	1.02884	1.03031	1.03178	1.03328	1.03478	1.0363	1.03783	1.03938	1.04094	1.04251	1.0441	1.0457	1.04732	1.04895	1.0506	1.05225	1.05393	1.05562	1.05732	1.05904	1.06077	1.06252	1.06428	1.06606	1.06786	1.06967	1.07149	1.07334	1.0752	1.07707	1.07896	1.08087	1.0828	1.08474	1.0867	1.08868	1.09068	1.09269	1.09473	1.09678	1.09885	1.10094	1.10306	1.10519	1.10734	1.10951	1.11171	1.11393	1.11617	1.11843	1.12072	1.12303	1.12536	1.12773	1.13011	1.13253	1.13497	1.13745	1.13995	1.14248	1.14505	1.14765	1.15029	1.15296	1.15568	1.15844	1.16124	1.1641	1.16701	1.16998	1.17302	1.17614	1.17935	1.1827	1.18629
0.525	0.993957	0.995135	0.996328	0.997537	0.998761	1	1.00125	1.00252	1.00381	1.0051	1.00642	1.00775	1.00909	1.01045	1.01182	1.0132	1.01461	1.01602	1.01745	1.0189	1.02035	1.02183	1.02332	1.02482	1.02633	1.02787	1.02941	1.03097	1.03255	1.03414	1.03574	1.03736	1.03899	1.04064	1.0423	1.04398	1.04567	1.04738	1.0491	1.05084	1.05259	1.05435	1.05614	1.05793	1.05975	1.06157	1.06342	1.06528	1.06715	1.06904	1.07095	1.07287	1.07481	1.07677	1.07874	1.08073	1.08274	1.08476	1.0868	1.08886	1.09093	1.09302	1.09513	1.09726	1.09941	1.10158	1.10376	1.10597	1.10819	1.11044	1.1127	1.11498	1.11729	1.11962	1.12197	1.12434	1.12674	1.12915	1.1316	1.13406	1.13656	1.13907	1.14162	1.14419	1.14679	1.14943	1.15209	1.15479	1.15752	1.16028	1.16309	1.16593	1.16882	1.17176	1.17475	1.17779	1.1809	1.18409	1.18737	1.19078	1.19441
0.53	0.992607	0.9938	0.995008	0.996233	0.997473	0.998729	1	1.00129	1.00259	1.00391	1.00524	1.00659	1.00795	1.00933	1.01073	1.01213	1.01356	1.015	1.01645	1.01792	1.01941	1.02091	1.02242	1.02395	1.02549	1.02705	1.02863	1.03022	1.03182	1.03344	1.03507	1.03672	1.03839	1.04007	1.04176	1.04347	1.0452	1.04694	1.04869	1.05046	1.05225	1.05405	1.05587	1.0577	1.05955	1.06141	1.06329	1.06519	1.0671	1.06902	1.07097	1.07293	1.07491	1.0769	1.07891	1.08094	1.08298	1.08504	1.08712	1.08921	1.09133	1.09346	1.09561	1.09777	1.09996	1.10216	1.10439	1.10663	1.10889	1.11118	1.11348	1.1158	1.11815	1.12051	1.1229	1.12531	1.12774	1.13019	1.13267	1.13518	1.1377	1.14026	1.14284	1.14545	1.14808	1.15075	1.15345	1.15618	1.15894	1.16174	1.16457	1.16745	1.17037	1.17333	1.17634	1.17942	1.18255	1.18576	1.18906	1.19249	1.19614
0.535	0.992093	0.993181	0.994283	0.995398	0.996528	0.997672	0.998829	1	1.00118	1.00238	1.0036	1.00482	1.00606	1.00731	1.00858	1.00986	1.01115	1.01246	1.01378	1.01511	1.01646	1.01782	1.0192	1.02058	1.02199	1.0234	1.02483	1.02627	1.02773	1.0292	1.03068	1.03218	1.03369	1.03522	1.03676	1.03831	1.03988	1.04146	1.04306	1.04467	1.0463	1.04794	1.04959	1.05127	1.05295	1.05465	1.05637	1.0581	1.05984	1.06161	1.06338	1.06518	1.06699	1.06881	1.07066	1.07252	1.07439	1.07629	1.0782	1.08012	1.08207	1.08403	1.08601	1.08801	1.09003	1.09207	1.09413	1.09621	1.0983	1.10042	1.10256	1.10472	1.1069	1.10911	1.11133	1.11358	1.11585	1.11815	1.12047	1.12282	1.12519	1.1276	1.13003	1.13248	1.13497	1.13749	1.14005	1.14263	1.14526	1.14792	1.15062	1.15336	1.15615	1.15899	1.16189	1.16484	1.16786	1.17097	1.17417	1.1775	1.18107
0.54	0.990681	0.991791	0.992916	0.994058	0.995215	0.996388	0.997576	0.99878	1	1.00124	1.00249	1.00375	1.00503	1.00633	1.00764	1.00897	1.01031	1.01167	1.01304	1.01443	1.01583	1.01725	1.01868	1.02013	1.0216	1.02307	1.02457	1.02608	1.0276	1.02914	1.0307	1.03227	1.03385	1.03545	1.03707	1.0387	1.04035	1.04201	1.04369	1.04538	1.04709	1.04882	1.05056	1.05232	1.05409	1.05588	1.05768	1.05951	1.06134	1.0632	1.06507	1.06696	1.06886	1.07079	1.07273	1.07468	1.07666	1.07865	1.08066	1.08269	1.08473	1.0868	1.08888	1.09098	1.0931	1.09524	1.0974	1.09958	1.10178	1.104	1.10624	1.10851	1.11079	1.1131	1.11543	1.11778	1.12015	1.12255	1.12498	1.12743	1.1299	1.1324	1.13493	1.13749	1.14008	1.1427	1.14535	1.14803	1.15075	1.1535	1.15629	1.15913	1.162	1.16493	1.16791	1.17095	1.17405	1.17723	1.1805	1.1839	1.18753
