13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	13115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
12444	12370	12391	12277	12300	12473	12284	12225	12443	13115	12459	13115	12314	12350	12312	12300	12200	12195	12406	12367	13115	12354	12201	12392	12439	796	809	888	939	878	803	964	953	779	0	741	0	917	832	985	808	978	1103	943	798	0	898	1019	866	761	0.952298	0.848208	0.783515	0.847401	0.870566	0.756572	0.903799	1.01665	0.699507	nan	0.761026	nan	0.711992	0.909333	0.840186	0.845836	0.820315	0.735798	0.755537	0.743372	nan	0.715041	0.838147	0.832549	0.675926	0.538017	0.674831	0.499314	0.696406	0.712074	0.67402	0.552563	0.733905	0.626257	nan	0.510771	nan	0.613763	0.454437	0.618997	0.749097	0.638741	0.756146	0.636691	0.601157	nan	0.561784	0.591686	0.693898	0.606941	
11477	11530	11531	11520	11677	11464	11563	11506	11618	11528	11619	11620	11527	11642	11584	11642	11658	11373	11420	11579	11502	11351	11471	11562	11281	2010	1984	1921	1980	1900	2069	2015	1784	1701	2003	1789	1873	1949	1862	1902	1804	1873	2078	2153	1873	2140	2208	2113	1891	2193	0.765691	0.833596	0.744441	0.787942	0.732686	0.793439	0.69203	0.684219	0.779443	0.755102	0.670864	0.740273	0.698105	0.730252	0.728803	0.827516	0.720999	0.742553	0.699715	0.732113	0.76215	0.693496	0.730587	0.769521	0.683579	0.675131	0.690221	0.671606	0.686885	0.62133	0.644281	0.637137	0.660069	0.632583	0.628707	0.72499	0.665115	0.717638	0.653898	0.699555	0.618034	0.632004	0.69024	0.730475	0.70107	0.702706	0.649955	0.618416	0.630973	0.679863	
10914	10898	10992	10871	10837	10957	11096	11056	11161	10889	10851	10798	10929	11038	11011	10928	11021	10960	10964	10816	10776	10892	10965	10827	11031	2961	2921	2853	3084	3001	2857	2814	2771	2554	3199	3118	3224	3139	2553	2812	2868	2894	2939	2669	2816	3040	3007	2751	2889	2652	0.690364	0.716208	0.624757	0.766809	0.629564	0.610432	0.672376	0.648098	0.686891	0.585041	0.675953	0.672727	0.549925	0.646047	0.683996	0.606158	0.681209	0.594151	0.687934	0.691216	0.63755	0.663744	0.679087	0.653146	0.721598	0.713878	0.692675	0.690843	0.734832	0.655738	0.727245	0.680042	0.694999	0.706595	0.680061	0.668816	0.724502	0.661258	0.664131	0.700645	0.683029	0.658077	0.678846	0.736674	0.681615	0.691024	0.660322	0.647242	0.705922	0.702914	
10159	10086	10119	10053	10083	10131	9933	9986	10052	9968	10102	10142	9904	9725	9919	10085	10001	10130	9917	9955	9895	10072	10151	10006	10038	4586	4885	4584	4447	4674	4430	4853	4475	4578	5193	4678	4449	4640	5476	5103	4542	4776	4386	5170	4814	4858	4399	4253	4886	4859	0.59498	0.476673	0.547796	0.537769	0.596856	0.596305	0.606345	0.570387	0.545903	0.548313	0.529742	0.540441	0.623553	0.603538	0.630074	0.506494	0.603155	0.625905	0.569101	0.531696	0.557359	0.568891	0.55752	0.579811	0.541531	0.746785	0.757025	0.70211	0.74579	0.779046	0.722915	0.755685	0.745866	0.727767	0.739519	0.75772	0.730832	0.7593	0.769243	0.750997	0.778688	0.768873	0.724695	0.788251	0.770045	0.764462	0.752549	0.727908	0.731609	0.768862	
9418	9434	9416	9400	9363	9405	9342	9417	9354	9643	9416	9466	9415	9343	9514	9443	9479	9634	9670	9501	9260	9519	9395	9834	9498	5922	6043	5693	5657	5916	5144	6457	5961	6011	5498	6611	6324	5971	6126	6450	5972	5942	6010	5592	6216	6231	5505	6681	5308	6332	0.522166	0.522821	0.469889	0.522076	0.556413	0.532648	0.483779	0.489995	0.489566	0.51671	0.507275	0.537611	0.556826	0.552844	0.478773	0.462167	0.525695	0.482012	0.502322	0.547515	0.617752	0.511688	0.545644	0.475432	0.508029	0.732445	0.782414	0.795742	0.80162	0.795644	0.79744	0.812276	0.80364	0.829549	0.764519	0.803608	0.778545	0.797671	0.791677	0.797074	0.810186	0.783152	0.776619	0.740611	0.796911	0.808691	0.765093	0.788088	0.75847	0.744729	
8595	8969	8767	8690	8941	8583	8599	8755	8691	8750	8696	8850	9109	8741	8696	8718	8895	8665	8721	8736	8647	8592	8684	8686	8678	8344	7343	7862	7918	7755	8124	7709	7562	7467	8116	8245	7167	7442	7933	7107	8310	7474	7515	8460	7371	8568	8541	8093	7428	8767	0.469356	0.433046	0.475027	0.433946	0.426378	0.454255	0.431153	0.432145	0.471218	0.45	0.461568	0.439538	0.471769	0.458279	0.48428	0.481622	0.409328	0.452878	0.450641	0.443586	0.420346	0.434295	0.456571	0.479574	0.470119	0.843478	0.813646	0.811571	0.799335	0.773017	0.820818	0.818947	0.844533	0.780448	0.824753	0.861516	0.826064	0.810687	0.804551	0.816887	0.80533	0.771294	0.818921	0.846247	0.862709	0.783198	0.795132	0.799432	0.813561	0.786555	
8462	8552	8736	8724	8670	8612	8314	8720	8572	8844	8821	8769	8389	8401	8221	8588	8703	8741	8656	8603	8864	8321	8655	8455	8400	8302	9313	8508	8052	8458	8477	9241	8656	8862	7481	8417	8919	9505	9112	8533	8649	8038	8679	8336	8034	7336	8960	7894	10331	8815	0.429979	0.421251	0.37183	0.42575	0.443818	0.410707	0.418927	0.44169	0.393056	0.448322	0.38841	0.406547	0.405519	0.394655	0.443648	0.403258	0.390482	0.354679	0.39598	0.456234	0.433563	0.425506	0.419038	0.369051	0.453406	0.713969	0.756448	0.704332	0.760342	0.689449	0.726928	0.766444	0.691223	0.740663	0.70946	0.746412	0.696634	0.742307	0.747817	0.764056	0.759106	0.729533	0.718525	0.796007	0.695665	0.733583	0.775421	0.738797	0.735071	0.729816	
8523	8351	8588	8501	8649	8787	8495	8386	8341	8580	8607	8338	8228	8335	8633	8583	8676	8514	8521	8587	8206	8521	8813	8809	8409	8797	10033	8908	9561	8244	7850	8159	10207	9572	8617	8512	8963	9432	8706	8676	8541	8077	8825	7726	10133	10154	8529	9521	8587	8870	0.416183	0.381322	0.390498	0.386338	0.353516	0.396876	0.396435	0.389802	0.389348	0.351948	0.367006	0.371575	0.412957	0.40037	0.382695	0.381599	0.365591	0.373444	0.366801	0.360383	0.37502	0.393461	0.375643	0.375367	0.414349	0.625281	0.684876	0.626002	0.621074	0.618297	0.66886	0.585579	0.67076	0.636016	0.663662	0.609273	0.673517	0.636571	0.622959	0.630355	0.653256	0.668793	0.638595	0.610991	0.63143	0.672833	0.65597	0.669352	0.62947	0.687814	
8722	8387	8501	8644	8510	8465	8474	8839	8394	8449	8613	8413	8518	8646	8438	8655	8660	8275	8392	8568	9002	8392	8526	8664	8725	9621	8952	9187	8460	9394	9100	10366	8628	9463	8864	8192	8533	8758	7999	9454	8420	7911	8220	9401	10089	9201	9624	9558	8378	9502	0.322862	0.400838	0.390699	0.388874	0.31398	0.349705	0.372658	0.341585	0.347438	0.368764	0.391554	0.346174	0.352505	0.329089	0.357079	0.364734	0.383296	0.369711	0.377233	0.335721	0.353692	0.37218	0.369585	0.367185	0.323047	0.494641	0.560291	0.539448	0.594221	0.550009	0.522744	0.518114	0.523688	0.558326	0.545027	0.561435	0.511693	0.505262	0.453042	0.543833	0.587407	0.562474	0.555981	0.590144	0.554603	0.521893	0.529332	0.542893	0.568513	0.522307	
