r	c	outcome	1.1	1.15	1.2	1.25	1.3	1.35	1.4	1.45	1.5	1.55	1.6	1.65	1.7	1.75	1.8
0.5	0.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.1	2	0	0.086956522	0.06122449	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.1	3	1	0.913043478	0.93877551	0.979591837	1	1	0.56	0	0	0	0	0	0	0	0
0.5	0.1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.1	5	0	0	0	0	0	0	0.24	1	1	1	1	1	1	1	1
0.5	0.1	6	0	0	0	0.020408163	0	0	0	0	0	0	0	0	0	0	0
0.5	0.1	8	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
0.5	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.05	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.05	3	0	1	0.75	0.347826087	0.291666667	0.56	0.387755102	0	0	0	0	0	0	0	0
0.5	0.05	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.05	5	0	0	0.25	0.652173913	0.708333333	0.44	0.469387755	1	1	1	1	1	1	1	1
0.5	0.05	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.05	8	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0
0.5	0.05	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.02	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.02	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.02	3	0	1	0.956521739	0.259259259	0.128205128	0.119047619	0.125	0	0	0	0	0	0	0	0
0.5	0.02	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.02	5	0	0	0.043478261	0.740740741	0.871794872	0.880952381	0.825	1	1	1	1	1	1	1	1
0.5	0.02	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.02	8	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
0.5	0.02	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.75	0.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.75	0.1	2	0.840909091	0.8	0.84	0.673469388	0.56	0.612244898	0.4	0.729166667	0.574468085	0.636363636	0	0	0	0	0
0.75	0.1	3	0.159090909	0.2	0.16	0.326530612	0.44	0.387755102	0.6	0.020833333	0.212765957	0.068181818	0	0	0	0	0
0.75	0.1	4	0	0	0	0	0	0	0	0.25	0.212765957	0.227272727	0.130434783	0	0	0	0
0.75	0.1	5	0	0	0	0	0	0	0	0	0	0.022727273	0.782608696	0.959183673	0.92	0.9	0.84
0.75	0.1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.75	0.1	8	0	0	0	0	0	0	0	0	0	0.022727273	0.043478261	0	0	0	0
0.75	0.1	0	0	0	0	0	0	0	0	0	0	0.022727273	0.043478261	0.040816327	0.08	0.1	0.16
0.75	0.05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.75	0.05	2	0	0.916666667	0.94	0.93877551	0.82	0.32	0.183673469	0.020833333	0.02	0	0	0	0	0	0
0.75	0.05	3	0	0.083333333	0.06	0.06122449	0.18	0.68	0.816326531	0.958333333	0.94	0.916666667	0	0	0	0	0
0.75	0.05	4	0	0	0	0	0	0	0	0	0	0	0.361702128	0.02	0.021276596	0	0
0.75	0.05	5	0	0	0	0	0	0	0	0.020833333	0.04	0.083333333	0.574468085	0.98	0.914893617	0.854166667	0.72
0.75	0.05	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.75	0.05	8	0	0	0	0	0	0	0	0	0	0	0.063829787	0	0	0	0
0.75	0.05	0	1	0	0	0	0	0	0	0	0	0	0	0	0.063829787	0.145833333	0.28
0.75	0.02	1	0	0	0	0	0	0	0	0	0	0	0	0	0.020833333	0	0
0.75	0.02	2	0	0.882352941	0.954545455	1	1	1	0.78	0.42	0.02	0	0	0	0	0	0.020833333
0.75	0.02	3	0	0.117647059	0.045454545	0	0	0	0.22	0.54	0.98	0.98	0	0	0	0	0
0.75	0.02	4	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0
0.75	0.02	5	0	0	0	0	0	0	0	0.02	0	0.02	1	0.98	0.9375	0.863636364	0.666666667
0.75	0.02	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.75	0.02	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.75	0.02	0	1	0	0	0	0	0	0	0	0	0	0	0.02	0.041666667	0.136363636	0.3125
1	0.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.1	2	1	0.978723404	1	1	1	1	1	1	1	1	0.916666667	0.693877551	0.434782609	0.085106383	0
1	0.1	3	0	0.021276596	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021276596	0.020408163
1	0.1	5	0	0	0	0	0	0	0	0	0	0	0	0	0.217391304	0.319148936	0.489795918
1	0.1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.1	0	0	0	0	0	0	0	0	0	0	0	0.083333333	0.306122449	0.347826087	0.574468085	0.489795918
1	0.05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.05	2	0	1	1	1	1	1	1	1	1	1	0.913043478	0.022222222	0.023809524	0	0
1	0.05	3	0	0	0	0	0	0	0	0	0	0	0	0.111111111	0	0	0
1	0.05	4	0	0	0	0	0	0	0	0	0	0	0.086956522	0.755555556	0.452380952	0.119047619	0
1	0.05	5	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0.476190476	0.291666667
1	0.05	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.05	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111	0.380952381	0.404761905	0.708333333
1	0.02	1	0	0	0.295454545	0	0	0	0.020833333	0.020408163	0	0	0	0	0	0	0
1	0.02	2	0	0	0.704545455	1	1	1	0.979166667	0.979591837	1	1	1	1	0.177777778	0	0
1	0.02	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.02	4	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0.72	0.26
1	0.02	5	0	0	0	0	0	0	0	0	0	0	0	0	0.022222222	0.1	0.44
1	0.02	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.02	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333	0.18	0.3
