	0	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1
0.1	1	1	1	1	1	1	1	0.02	0	0	0
0.2	1	1	1	1	0.98	0.32	0	0	0	0	0
0.3	1	1	1	0.46	0	0	0	0	0	0	0
0.4	0.86	0.32	0	0	0	0	0	0	0	0	0
0.5	0	0	0	0	0	0	0	0	0	0	0
0.6	0	0	0	0	0	0	0	0	0	0	0
0.7	0	0	0	0	0	0	0	0	0	0	0
0.8	0	0	0	0	0	0	0	0	0	0	0
0.9	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0
