0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.67088	0.652292	0.669484	0.671605	0.681392	0.719675	0.685241	0.657102	0.727084	0.681218	0.655758	0.679009	0.632827	0.694586	0.652032	0.673624	0.650613	0.708254	0.678987	0.629626	0.689805	0.654776	0.694144	0.682085	0.625184	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.842955	0.723414	0.757538	0.751044	0.743941	0.802692	0.761167	0.752223	0.718196	0.718486	0.731141	0.759884	0.762648	0.787348	0.778944	0.755231	0.755168	0.715202	0.717506	0.761948	0.729734	0.762235	0.784101	0.741073	0.731175	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.652823	0.675883	0.677592	0.704913	0.665168	0.703788	0.703092	0.684051	0.710737	0.656643	0.66145	0.657747	0.703978	0.691017	0.743041	0.716441	0.664391	0.645866	0.632933	0.636575	0.724407	0.641782	0.701061	0.712849	0.654293	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.771324	0.753872	0.8489	0.855604	0.730512	0.785069	0.704189	0.703927	0.741435	0.761276	0.901302	0.793293	0.729813	0.715996	0.754629	0.731354	0.741541	0.806943	0.831901	0.685904	0.776621	0.695372	0.726419	0.834482	0.748532	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.690711	0.746973	0.714578	0.749319	0.689041	0.718576	0.679053	0.673342	0.704532	0.64308	0.725768	0.597801	0.669467	0.716072	0.709798	0.648445	0.682342	0.649817	0.670042	0.745799	0.678429	0.681047	0.642697	0.62142	0.619288	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.737479	0.756431	0.768248	0.824615	0.716594	0.72604	0.76161	0.724599	0.715195	0.645499	0.761044	0.798787	0.742884	0.754661	0.731932	0.753826	0.743208	0.828823	0.809499	0.681716	0.85184	0.773185	0.742924	0.854727	0.731595	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.714142	0.685589	0.712531	0.651393	0.697804	0.763323	0.698637	0.655333	0.798019	0.691326	0.682693	0.664957	0.73115	0.591228	0.644377	0.730359	0.708792	0.766497	0.60967	0.638465	0.737307	0.671454	0.605085	0.620026	0.751205	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.797782	0.741823	0.779475	0.856206	0.799967	0.805732	0.713265	0.849611	0.745371	0.810481	0.853866	0.747985	0.742743	0.600531	0.687855	0.687624	0.982941	0.828668	0.765288	0.833198	0.803831	0.675503	0.822215	0.873181	0.753846	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.653001	0.703433	0.651743	0.653154	0.672435	0.678545	0.689804	0.677888	0.631328	0.689298	0.699748	0.663918	0.693715	0.647735	0.6714	0.681198	0.711201	0.673087	0.70163	0.655327	0.680624	0.620994	0.694237	0.69997	0.729071	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.770107	0.735693	0.775201	0.788142	0.752363	0.768561	0.749605	0.780159	0.734993	0.759979	0.736613	0.782528	0.791066	0.716255	0.74051	0.734208	0.757556	0.728744	0.719462	0.750349	0.799373	0.781072	0.728374	0.784645	0.747399	
