time	p1,0.278	p2,0.278	p1,0.64	p2,0.64
554	0.593105	0.872391	0.105213	2.42E+00
555	0.571895	0.638066	0.102381	2.50E+00
556	0.55789	0.468726	0.0993213	2.55E+00
557	0.556187	0.35873	0.096078	2.57E+00
558	0.569772	0.292568	0.0927694	2.55E+00
559	0.599813	0.255668	0.089585	2.48E+00
560	0.646597	0.237938	0.0867859	2.34E+00
561	0.710187	0.233211	0.0847081	2.11E+00
562	0.790632	0.237871	0.0837745	1.78E+00
563	0.887901	0.249777	0.0845257	1.36E+00
564	1.00E+00	0.267575	0.0876564	0.88892
565	1.13E+00	0.290285	0.0940318	0.494243
566	1.27E+00	0.31704	0.104543	0.25717
567	1.43E+00	0.346921	0.119892	0.148171
568	1.59E+00	0.378865	0.140672	0.102733
569	1.75E+00	0.411635	0.167593	0.0846924
570	1.90E+00	0.443867	0.201593	0.0795273
571	2.04E+00	0.474179	0.243869	0.0816716
572	2.15E+00	0.501329	0.295871	0.0889641
573	2.23E+00	0.524371	0.359295	0.100626
574	2.26E+00	0.542754	0.436051	0.116498
575	2.25E+00	0.556324	0.528204	0.136725
576	2.18E+00	0.565212	0.637857	0.161597
577	2.05E+00	0.569654	0.766973	0.191442
578	1.86E+00	0.569804	0.917084	0.226528
579	1.61E+00	0.565634	1.09E+00	0.266955
580	1.32E+00	0.557154	1.28E+00	0.312524
581	1.02E+00	0.54513	1.49E+00	0.362606
582	0.759111	0.532126	1.72E+00	0.416021
583	0.555189	0.52279	1.95E+00	0.471006
584	0.415872	0.52242	2.18E+00	0.525304
585	0.329026	0.535043	2.39E+00	0.576453
586	0.278686	0.562839	2.59E+00	0.622208
587	0.252344	0.606778	2.75E+00	0.660992
588	0.24196	0.667355	2.88E+00	0.692163
589	0.242748	0.744961	2.97E+00	0.715988
590	0.251893	0.839921	3.04E+00	0.733376
591	0.267667	0.952342	3.08E+00	0.745523
592	0.288892	1.08E+00	3.10E+00	0.753623
593	0.314598	1.23E+00	3.09E+00	0.758692
594	0.343817	1.39E+00	3.07E+00	0.761501
595	0.375448	1.56E+00	3.03E+00	0.762561
596	0.408205	1.73E+00	2.95E+00	0.762128
597	0.440633	1.90E+00	2.85E+00	0.760176
598	0.471209	2.06E+00	2.71E+00	0.756342
599	0.498509	2.20E+00	2.53E+00	0.749799
600	0.521394	2.31E+00	2.28E+00	0.739107
601	0.539157	2.39E+00	1.99E+00	0.722129
602	0.551576	2.42E+00	1.64E+00	0.696374
603	0.558845	2.41E+00	1.27E+00	0.660312
604	0.561417	2.34E+00	0.931589	0.615818
605	0.559798	2.21E+00	0.655495	0.56986
606	0.554347	2.02E+00	0.462815	0.532233
607	0.545142	1.76E+00	0.342512	0.510568
608	0.532087	1.46E+00	0.272757	0.508051
609	0.515493	1.13E+00	0.234999	0.524878
610	0.49722	0.835697	0.217314	0.560337
611	0.481458	0.598261	0.212849	0.613901
612	0.473665	0.434642	0.217803	0.685491
613	0.478287	0.333211	0.230048	0.775369
614	0.4977	0.274961	0.248332	0.883885
615	0.532811	0.244453	0.271807	1.01E+00
616	0.584006	0.231863	0.299746	1.16E+00
617	0.651646	0.231513	0.331352	1.32E+00
618	0.73618	0.240203	0.365622	1.50E+00
619	0.838026	0.256089	0.401276	1.68E+00
620	0.957337	0.278019	0.436754	1.87E+00
621	1.09E+00	0.305133	0.470301	2.06E+00
622	1.25E+00	0.336606	0.500142	2.24E+00
623	1.41E+00	0.371487	0.524723	2.39E+00
624	1.58E+00	0.408591	0.542934	2.52E+00
625	1.76E+00	0.446471	0.554264	2.62E+00
626	1.93E+00	0.483474	0.558817	2.68E+00
627	2.09E+00	0.517883	0.557228	2.71E+00
628	2.23E+00	0.548134	0.550538	2.68E+00
629	2.34E+00	0.57303	0.540076	2.61E+00
630	2.41E+00	0.591894	0.527397	2.47E+00
631	2.44E+00	0.604591	0.514263	2.26E+00
632	2.41E+00	0.611421	0.502641	1.95E+00
633	2.34E+00	0.612916	0.494694	1.54E+00
634	2.20E+00	0.609607	0.492846	1.06E+00
635	2.00E+00	0.601819	0.499939	0.621218
636	1.74E+00	0.589566	0.519163	0.322396
637	1.43E+00	0.57274	0.553085	0.174198
638	1.10E+00	0.551851	0.602935	0.110851
639	0.807498	0.529287	0.669194	0.0843404
640	0.576075	0.509941	0.752237	0.0739559
641	0.41841	0.499742	0.85243	0.0716278
642	0.321435	0.503168	0.969955	0.0740552
643	0.266038	0.52238	1.10E+00	0.0797572
644	0.237195	0.558053	1.25E+00	0.0879807
645	0.225482	0.610379	1.42E+00	0.0982594
646	0.225482	0.679571	1.59E+00	0.110216
647	0.234143	0.765937	1.77E+00	0.123465
648	0.2497	0.869742	1.94E+00	0.137567
649	0.271039	0.990949	2.10E+00	0.152025
650	0.297318	1.13E+00	2.24E+00	0.166307
651	0.327727	1.28E+00	2.34E+00	0.179891
652	0.361329	1.45E+00	2.40E+00	0.19231
653	0.396976	1.62E+00	2.40E+00	0.20317
654	0.433282	1.79E+00	2.34E+00	0.212139
655	0.468693	1.96E+00	2.21E+00	0.218888
656	0.501624	2.11E+00	2.01E+00	0.223036
657	0.530665	2.24E+00	1.76E+00	0.224169
658	0.554778	2.34E+00	1.47E+00	0.222044
659	0.573416	2.39E+00	1.17E+00	0.217039
660	0.586528	2.40E+00	0.900601	0.210631
661	0.594432	2.36E+00	0.691823	0.205299
662	0.597611	2.26E+00	0.546721	0.20367
663	0.596473	2.09E+00	0.455563	0.207653
664	0.591154	1.87E+00	0.404342	0.218297
665	0.58148	1.58E+00	0.381461	0.236157
666	0.567339	1.26E+00	0.37919	0.261668
667	0.549711	0.947531	0.392905	0.295338
668	0.531943	0.682184	0.420018	0.337797
669	0.519625	0.488622	0.459145	0.389776
670	0.518385	0.363517	0.509546	0.452024
671	0.531841	0.289148	0.570717	0.5252
672	0.561564	0.247992	0.64208	0.609719
673	0.608083	0.22798	0.722701	0.705567
674	0.671665	0.221904	0.811039	0.812094
675	0.752597	0.225662	0.904729	0.927806
676	0.851153	0.236904	1.00E+00	1.05E+00
677	0.967383	0.254204	1.09E+00	1.18E+00
678	1.10E+00	0.276577	1.18E+00	1.30E+00
679	1.25E+00	0.303176	1.25E+00	1.42E+00
680	1.41E+00	0.333112	1.31E+00	1.53E+00
681	1.58E+00	0.365338	1.35E+00	1.62E+00
682	1.76E+00	0.398599	1.36E+00	1.70E+00
683	1.93E+00	0.431471	1.35E+00	1.77E+00
684	2.09E+00	0.462463	1.31E+00	1.82E+00
685	2.23E+00	0.490193	1.25E+00	1.85E+00
686	2.33E+00	0.513574	1.16E+00	1.86E+00
687	2.40E+00	0.531957	1.06E+00	1.86E+00
688	2.43E+00	0.545158	0.93572	1.85E+00
689	2.40E+00	0.553382	0.808229	1.82E+00
690	2.31E+00	0.557042	0.680571	1.78E+00
691	2.16E+00	0.55654	0.560606	1.73E+00
692	1.94E+00	0.552065	0.454661	1.68E+00
693	1.66E+00	0.54351	0.366311	1.64E+00
694	1.34E+00	0.53073	0.296137	1.60E+00
695	1.02E+00	0.514417	0.242449	1.58E+00
696	0.736525	0.497355	0.202426	1.57E+00
697	0.52475	0.484672	0.173056	1.58E+00
698	0.38569	0.48195	0.151678	1.62E+00
699	0.302429	0.493031	0.136161	1.66E+00
700	0.256099	0.519694	0.124887	1.73E+00
701	0.233195	0.562593	0.116652	1.80E+00
702	0.22558	0.622091	0.110568	1.89E+00
703	0.228648	0.698604	0.105975	1.98E+00
704	0.239802	0.792601	0.102381	2.08E+00
705	0.257512	0.90442	0.0994215	2.17E+00
706	0.280764	1.03E+00	0.0968342	2.25E+00
707	0.308725	1.18E+00	0.0944499	2.32E+00
708	0.340533	1.34E+00	0.0921852	2.36E+00
709	0.375151	1.52E+00	0.0900424	2.37E+00
710	0.411302	1.70E+00	0.0881112	2.33E+00
711	0.447475	1.87E+00	0.0865709	2.23E+00
712	0.482019	2.05E+00	0.0856994	2.05E+00
713	0.513325	2.20E+00	0.0858855	1.78E+00
714	0.540039	2.33E+00	0.0876506	1.41E+00
715	0.561258	2.42E+00	0.091678	0.986895
716	0.576623	2.48E+00	0.0988267	0.592041
717	0.586271	2.49E+00	0.110038	0.323449
718	0.590683	2.44E+00	0.126143	0.185966
719	0.59047	2.34E+00	0.14785	0.125042
720	0.586139	2.18E+00	0.175938	0.0995319
721	0.577905	1.95E+00	0.211393	0.0907222
722	0.565637	1.67E+00	0.25545	0.0910713
723	0.549137	1.34E+00	0.309599	0.0975546
724	0.529101	1.01E+00	0.375569	0.109
725	0.508468	0.722558	0.455298	0.125058
726	0.492632	0.511411	0.550856	0.145769
727	0.48736	0.374286	0.664318	0.171354
728	0.496463	0.292958	0.797563	0.202085
729	0.521556	0.248073	0.951971	0.238165
730	0.563113	0.226105	1.13E+00	0.279612
731	0.621354	0.219033	1.32E+00	0.326123
732	0.696591	0.222358	1.54E+00	0.376937
733	0.789213	0.233568	1.77E+00	0.430732
734	0.899502	0.251194	2.00E+00	0.485614
735	1.03E+00	0.274274	2.22E+00	0.539246
736	1.17E+00	0.30202	2.43E+00	0.589175
737	1.33E+00	0.333615	2.62E+00	0.633272
738	1.50E+00	0.368075	2.77E+00	0.670153
739	1.68E+00	0.404175	2.89E+00	0.699389
740	1.86E+00	0.440458	2.98E+00	0.721415
741	2.02E+00	0.475318	3.04E+00	0.737229
742	2.17E+00	0.507173	3.08E+00	0.748043
743	2.30E+00	0.534677	3.09E+00	0.755017
744	2.39E+00	0.556907	3.07E+00	0.759109
745	2.44E+00	0.573459	3.04E+00	0.76102
746	2.44E+00	0.584407	2.98E+00	0.761181
747	2.38E+00	0.590148	2.90E+00	0.759746
748	2.27E+00	0.591182	2.78E+00	0.756551
749	2.09E+00	0.58788	2.61E+00	0.751023
750	1.84E+00	0.580305	2.40E+00	0.742043
751	1.55E+00	0.568248	2.12E+00	0.727807
752	1.22E+00	0.55172	1.80E+00	0.705929
753	0.903009	0.532138	1.44E+00	0.674247
754	0.644172	0.513476	1.08E+00	0.632825
755	0.460654	0.50164	0.769584	0.586346
756	0.344854	0.501965	0.539802	0.543858
757	0.277391	0.517513	0.389743	0.514426
758	0.24099	0.549457	0.300092	0.503142
759	0.224301	0.598167	0.249919	0.511216
760	0.220714	0.663899	0.224418	0.538128
761	0.226516	0.746995	0.214753	0.583193
762	0.239592	0.847796	0.215978	0.646127
763	0.258655	0.966414	0.225349	0.727058
764	0.282794	1.10E+00	0.2413	0.826328
765	0.311196	1.25E+00	0.262852	0.944201
766	0.342968	1.42E+00	0.289261	1.08E+00
767	0.377029	1.59E+00	0.319787	1.23E+00
768	0.412067	1.77E+00	0.353537	1.40E+00
769	0.446583	1.95E+00	0.389367	1.58E+00
770	0.479009	2.11E+00	0.425837	1.77E+00
771	0.507902	2.25E+00	0.461261	1.96E+00
772	0.532145	2.36E+00	0.493839	2.14E+00
773	0.551094	2.43E+00	0.521882	2.30E+00
774	0.564611	2.46E+00	0.544052	2.44E+00
775	0.572968	2.44E+00	0.559569	2.55E+00
776	0.576667	2.36E+00	0.568295	2.62E+00
777	0.576203	2.21E+00	0.570699	2.66E+00
778	0.571853	2.01E+00	0.567748	2.64E+00
779	0.563538	1.73E+00	0.560778	2.58E+00
780	0.550984	1.42E+00	0.55141	2.44E+00
781	0.534462	1.09E+00	0.541512	2.23E+00
782	0.516134	0.787106	0.533168	1.92E+00
783	0.500792	0.557458	0.528673	1.51E+00
784	0.49437	0.403574	0.530538	1.04E+00
785	0.501385	0.310258	0.541631	0.606049
786	0.524067	0.257598	0.565095	0.314683
787	0.563204	0.230595	0.603406	0.171035
788	0.619117	0.22006	0.657747	0.109567
789	0.692135	0.220778	0.728541	0.0837381
790	0.782656	0.22983	0.816011	0.0735653
791	0.890993	0.245525	0.920253	0.0712287
792	1.02E+00	0.266779	1.04E+00	0.073501
793	1.16E+00	0.292757	1.18E+00	0.0789117
794	1.32E+00	0.322634	1.33E+00	0.0866945
795	1.49E+00	0.35545	1.49E+00	0.0963614
796	1.67E+00	0.390028	1.66E+00	0.107515
797	1.85E+00	0.424965	1.82E+00	0.119757
798	2.02E+00	0.458705	1.98E+00	0.132655
799	2.17E+00	0.489694	2.12E+00	0.145742
800	2.30E+00	0.516585	2.23E+00	0.158536
801	2.40E+00	0.538426	2.30E+00	0.170578
802	2.45E+00	0.554767	2.32E+00	0.18146
803	2.46E+00	0.56564	2.28E+00	0.190823
804	2.42E+00	0.571421	2.18E+00	0.198337
805	2.32E+00	0.572621	2.02E+00	0.203654
806	2.15E+00	0.569659	1.80E+00	0.206412
807	1.91E+00	0.562671	1.53E+00	0.206358
808	1.62E+00	0.551479	1.25E+00	0.203666
809	1.29E+00	0.535966	0.983486	0.199334
810	0.965377	0.517115	0.766815	0.195287
811	0.689715	0.498293	0.608626	0.193839
812	0.489631	0.485105	0.504467	0.196926
813	0.361577	0.483092	0.442678	0.205778
814	0.286397	0.495686	0.411907	0.221096
815	0.245416	0.524291	0.403885	0.243375
816	0.225991	0.56936	0.413378	0.273114
817	0.220711	0.63118	0.437317	0.310902
818	0.225431	0.710141	0.473998	0.357414
819	0.237827	0.806683	0.522478	0.413358
820	0.256519	0.921097	0.582149	0.479383
821	0.280575	1.05E+00	0.652403	0.555949
822	0.309201	1.20E+00	0.732341	0.643172
823	0.341541	1.37E+00	0.820515	0.74063
824	0.376552	1.54E+00	0.914692	0.847179
825	0.412943	1.72E+00	1.01E+00	0.960804
826	0.449194	1.90E+00	1.11E+00	1.08E+00
827	0.483663	2.07E+00	1.20E+00	1.20E+00
828	0.514769	2.22E+00	1.28E+00	1.31E+00
829	0.541219	2.34E+00	1.34E+00	1.42E+00
830	0.562183	2.43E+00	1.38E+00	1.51E+00
831	0.577372	2.48E+00	1.39E+00	1.59E+00
832	0.586974	2.48E+00	1.38E+00	1.66E+00
833	0.591492	2.42E+00	1.35E+00	1.71E+00
834	0.591509	2.31E+00	1.28E+00	1.74E+00
835	0.587468	2.13E+00	1.19E+00	1.76E+00
836	0.579479	1.89E+00	1.09E+00	1.76E+00
837	0.567312	1.59E+00	0.962186	1.75E+00
838	0.550816	1.26E+00	0.829675	1.73E+00
839	0.531044	0.934375	0.697234	1.69E+00
840	0.511562	0.664841	0.5733	1.65E+00
841	0.49817	0.471949	0.464515	1.61E+00
842	0.496439	0.34973	0.374445	1.57E+00
843	0.509713	0.278424	0.303437	1.54E+00
844	0.5393	0.239778	0.2495	1.52E+00
845	0.585583	0.221696	0.209557	1.52E+00
846	0.648796	0.217143	0.180431	1.54E+00
847	0.72927	0.222189	0.159369	1.58E+00
848	0.827364	0.234623	0.14419	1.64E+00
849	0.943254	0.253121	0.133249	1.71E+00
850	1.08E+00	0.276772	0.125324	1.79E+00
851	1.23E+00	0.304788	0.119507	1.89E+00
852	1.39E+00	0.336316	0.115117	1.99E+00
853	1.56E+00	0.370318	0.111636	2.10E+00
854	1.74E+00	0.405527	0.108673	2.20E+00
855	1.92E+00	0.440464	0.105937	2.30E+00
856	2.08E+00	0.473558	0.103229	2.39E+00
857	2.22E+00	0.503322	0.100435	2.46E+00
858	2.34E+00	0.528562	0.0975238	2.50E+00
859	2.42E+00	0.548537	0.0945456	2.51E+00
860	2.45E+00	0.56301	0.0916285	2.47E+00
861	2.43E+00	0.572175	0.0889796	2.37E+00
862	2.36E+00	0.576476	0.0868861	2.20E+00
863	2.22E+00	0.576382	0.0857253	1.93E+00
864	2.02E+00	0.572163	0.085982	1.56E+00
865	1.75E+00	0.56376	0.0882851	1.12E+00
866	1.44E+00	0.550933	0.0934378	0.679378
867	1.11E+00	0.533974	0.102369	0.363613
868	0.806536	0.51504	0.115919	0.197876
869	0.571771	0.498899	0.134745	0.125386
870	0.413041	0.491516	0.159517	0.0953352
871	0.316218	0.497487	0.19109	0.0842682
872	0.261329	0.519101	0.230573	0.0829884
873	0.23297	0.557159	0.279327	0.0879011
874	0.221609	0.611977	0.338971	0.0976176
875	0.221822	0.683884	0.411346	0.111694
876	0.230573	0.773287	0.498476	0.130129
877	0.246112	0.880537	0.602466	0.153138
878	0.267332	1.01E+00	0.725345	0.181023
879	0.293387	1.15E+00	0.868816	0.214063
880	0.323454	1.31E+00	1.03E+00	0.252412
881	0.356581	1.48E+00	1.22E+00	0.295974
882	0.391595	1.65E+00	1.43E+00	0.344267
883	0.427088	1.83E+00	1.65E+00	0.396299
884	0.461489	2.01E+00	1.88E+00	0.450499
885	0.493214	2.17E+00	2.11E+00	0.504763
886	0.520874	2.30E+00	2.33E+00	0.556672
887	0.543475	2.40E+00	2.53E+00	0.603886
888	0.560532	2.46E+00	2.70E+00	0.64459
889	0.572066	2.48E+00	2.84E+00	0.677844
890	0.57847	2.45E+00	2.95E+00	0.703645
891	0.580304	2.35E+00	3.02E+00	0.722728
892	0.578067	2.20E+00	3.07E+00	0.736224
893	0.571982	1.97E+00	3.09E+00	0.745337
894	0.561914	1.69E+00	3.10E+00	0.75114
895	0.547596	1.37E+00	3.08E+00	0.754471
896	0.529518	1.03E+00	3.03E+00	0.755908
897	0.51031	0.742666	2.97E+00	0.755767
898	0.495184	0.524797	2.87E+00	0.754084
899	0.490028	0.382111	2.73E+00	0.750559
900	0.498939	0.297016	2.55E+00	0.744447
901	0.523766	0.249754	2.32E+00	0.734401
902	0.565105	0.226248	2.03E+00	0.71838
903	0.623228	0.218086	1.68E+00	0.693907
904	0.698467	0.220545	1.32E+00	0.659244
905	0.791227	0.230987	0.969364	0.61574
906	0.901807	0.247874	0.683589	0.569778
907	1.03E+00	0.270205	0.481217	0.531035
908	1.18E+00	0.297176	0.353629	0.50754
909	1.34E+00	0.327965	0.279187	0.502923
910	1.51E+00	0.361593	0.238574	0.517589
911	1.69E+00	0.396852	0.219125	0.550856
912	1.86E+00	0.432302	0.213517	0.602159
913	2.03E+00	0.466362	0.217687	0.671384
914	2.19E+00	0.497473	0.22937	0.758777
915	2.31E+00	0.524305	0.247247	0.864707
916	2.41E+00	0.545949	0.270447	0.989364
917	2.46E+00	0.562008	0.298248	1.13E+00
918	2.46E+00	0.572562	0.329868	1.29E+00
919	2.41E+00	0.578017	0.364336	1.47E+00
920	2.30E+00	0.578888	0.4004	1.65E+00
921	2.12E+00	0.575569	0.436519	1.84E+00
922	1.88E+00	0.568151	0.470935	2.03E+00
923	1.58E+00	0.556426	0.50184	2.21E+00
924	1.25E+00	0.540323	0.527612	2.37E+00
925	0.930382	0.521041	0.547055	2.50E+00
926	0.662698	0.502283	0.559561	2.60E+00
927	0.471431	0.489845	0.565152	2.67E+00
928	0.350356	0.489159	0.564403	2.70E+00
929	0.279791	0.503429	0.558314	2.68E+00
930	0.241659	0.533905	0.548189	2.62E+00
931	0.224001	0.580985	0.535566	2.49E+00
932	0.219864	0.644945	0.52219	2.29E+00
933	0.225362	0.726167	0.510007	1.99E+00
934	0.238303	0.825061	0.501172	1.60E+00
935	0.257375	0.941851	0.498062	1.13E+00
936	0.28167	1.08E+00	0.503458	0.67553
937	0.310389	1.23E+00	0.520559	0.35446
938	0.342664	1.39E+00	0.55209	0.189052
939	0.377428	1.57E+00	0.599451	0.117428
940	0.413375	1.75E+00	0.663166	0.0873504
941	0.448984	1.93E+00	0.743582	0.0752991
942	0.482636	2.09E+00	0.841041	0.0720707
943	0.512805	2.24E+00	0.955726	0.0739315
944	0.538276	2.36E+00	1.09E+00	0.0792272
945	0.558306	2.44E+00	1.23E+00	0.0871322
946	0.572682	2.48E+00	1.40E+00	0.0971517
947	0.581646	2.47E+00	1.57E+00	0.108901
948	0.585708	2.40E+00	1.74E+00	0.121997
949	0.58543	2.28E+00	1.92E+00	0.136009
950	0.581186	2.09E+00	2.08E+00	0.150449
951	0.573005	1.83E+00	2.21E+00	0.164789
952	0.560614	1.52E+00	2.32E+00	0.178505
953	0.543978	1.19E+00	2.38E+00	0.191119
954	0.524564	0.872309	2.39E+00	0.202227
955	0.506477	0.617992	2.33E+00	0.211486
956	0.495682	0.441187	2.21E+00	0.218564
957	0.497378	0.331397	2.02E+00	0.223084
958	0.514426	0.268264	1.78E+00	0.224638
959	0.547875	0.23474	1.49E+00	0.22296
960	0.598061	0.219953	1.19E+00	0.218359
961	0.665254	0.217669	0.923427	0.212195
962	0.749815	0.224412	0.710488	0.206859
963	0.8521	0.238206	0.560613	0.204984
964	0.972215	0.257844	0.465327	0.208555
965	1.11E+00	0.282457	0.410954	0.218699
966	1.26E+00	0.311251	0.385744	0.236014
967	1.43E+00	0.343336	0.381706	0.260946
968	1.61E+00	0.377621	0.394002	0.293998
969	1.78E+00	0.412784	0.41989	0.335793
970	1.96E+00	0.447311	0.457893	0.387051
971	2.12E+00	0.47963	0.507209	0.448519
972	2.26E+00	0.508302	0.567308	0.520859
973	2.37E+00	0.532224	0.637604	0.604503
974	2.44E+00	0.550772	0.717178	0.699468
975	2.46E+00	0.563821	0.804527	0.805149
976	2.43E+00	0.571645	0.897343	0.920119
977	2.35E+00	0.574724	0.992385	1.04E+00
978	2.20E+00	0.573515	1.09E+00	1.17E+00
979	1.98E+00	0.568236	1.17E+00	1.29E+00
980	1.70E+00	0.558774	1.25E+00	1.41E+00
981	1.38E+00	0.544907	1.30E+00	1.52E+00
982	1.05E+00	0.527151	1.34E+00	1.62E+00
983	0.75906	0.508121	1.35E+00	1.70E+00
984	0.537458	0.492975	1.34E+00	1.76E+00
985	0.391042	0.487592	1.30E+00	1.81E+00
986	0.303161	0.496129	1.24E+00	1.84E+00
987	0.254081	0.520499	1.16E+00	1.86E+00
988	0.229448	0.561339	1.06E+00	1.86E+00
989	0.220597	0.618942	0.936552	1.85E+00
990	0.222643	0.693659	0.809924	1.82E+00
991	0.232854	0.785918	0.682871	1.78E+00
992	0.24964	0.896051	0.563208	1.73E+00
993	0.271971	1.02E+00	0.457278	1.69E+00
994	0.29903	1.17E+00	0.368727	1.64E+00
995	0.329986	1.33E+00	0.298229	1.60E+00
996	0.363854	1.50E+00	0.24418	1.58E+00
997	0.399418	1.68E+00	0.203813	1.58E+00
998	0.435227	1.86E+00	0.174145	1.59E+00
999	0.469678	2.03E+00	0.152521	1.62E+00
1000	0.501186	2.19E+00	0.136806	1.66E+00
1001	0.528395	2.32E+00	0.125372	1.73E+00
1002	0.550372	2.42E+00	0.117012	1.80E+00
1003	0.566708	2.47E+00	0.110828	1.89E+00
1004	0.577491	2.48E+00	0.106158	1.98E+00
1005	0.583163	2.44E+00	0.102507	2.07E+00
1006	0.584297	2.34E+00	0.0995058	2.17E+00
1007	0.581375	2.18E+00	0.0968938	2.25E+00
1008	0.574583	1.95E+00	0.0945005	2.31E+00
1009	0.563742	1.66E+00	0.0922428	2.35E+00
1010	0.548611	1.33E+00	0.0901236	2.36E+00
1011	0.529859	0.996971	0.0882337	2.32E+00
1012	0.510454	0.713251	0.0867555	2.22E+00
1013	0.495855	0.504373	0.0859703	2.04E+00
1014	0.491873	0.369348	0.0862735	1.76E+00
1015	0.502335	0.289521	0.0881932	1.39E+00
1016	0.528878	0.245579	0.0924256	0.963776
1017	0.572009	0.224163	0.0998407	0.575453
1018	0.631982	0.217385	0.11138	0.315005
1019	0.709129	0.220829	0.12787	0.182703
1020	0.803843	0.232024	0.150024	0.124108
1021	0.916384	0.249517	0.178635	0.0996102
1022	1.05E+00	0.272346	0.214706	0.0913229
1023	1.19E+00	0.299715	0.259493	0.0920231
1024	1.36E+00	0.330794	0.314502	0.0988075
1025	1.53E+00	0.364584	0.381481	0.110554
1026	1.71E+00	0.399855	0.462379	0.126936
1027	1.88E+00	0.435152	0.55927	0.148002
1028	2.05E+00	0.468894	0.674221	0.173979
1029	2.20E+00	0.499546	0.809083	0.20513
1030	2.32E+00	0.525823	0.965175	0.241647
1031	2.41E+00	0.546878	1.14E+00	0.283527
1032	2.46E+00	0.56237	1.34E+00	0.33043
1033	2.45E+00	0.572426	1.56E+00	0.381552
1034	2.39E+00	0.577468	1.78E+00	0.435524
1035	2.27E+00	0.577999	2.01E+00	0.490406
1036	2.09E+00	0.574373	2.24E+00	0.543838
1037	1.84E+00	0.566628	2.45E+00	0.593372
1038	1.53E+00	0.554526	2.63E+00	0.636927
1039	1.20E+00	0.538098	2.78E+00	0.673192
1040	0.885684	0.518847	2.90E+00	0.701813
1041	0.62908	0.500872	2.99E+00	0.723283
1042	0.449421	0.490091	3.04E+00	0.738631
1043	0.337278	0.491673	3.08E+00	0.749072
1044	0.272562	0.508491	3.08E+00	0.755754
1045	0.238079	0.541613	3.07E+00	0.759615
1046	0.222755	0.591397	3.04E+00	0.761332
1047	0.220211	0.658135	2.98E+00	0.761313
1048	0.226886	0.742224	2.89E+00	0.759684
1049	0.240757	0.844058	2.76E+00	0.756244
1050	0.260595	0.963799	2.59E+00	0.750369
1051	0.285516	1.10E+00	2.37E+00	0.740869
1052	0.314722	1.25E+00	2.09E+00	0.725866
1053	0.347313	1.42E+00	1.76E+00	0.702943
1054	0.382188	1.60E+00	1.40E+00	0.670069
1055	0.418005	1.78E+00	1.04E+00	0.627724
1056	0.45322	1.96E+00	0.739676	0.581177
1057	0.486223	2.12E+00	0.519384	0.53974
1058	0.515532	2.26E+00	0.377218	0.512162
1059	0.540003	2.37E+00	0.292939	0.50302
1060	0.558987	2.45E+00	0.246135	0.513221
1061	0.572354	2.48E+00	0.222753	0.542168
1062	0.580406	2.46E+00	0.214502	0.589207
1063	0.583676	2.39E+00	0.21675	0.654104
1064	0.582708	2.25E+00	0.226927	0.737022
1065	0.57783	2.05E+00	0.243557	0.838308
1066	0.56901	1.78E+00	0.265701	0.958196
1067	0.555957	1.47E+00	0.292626	1.10E+00
1068	0.538781	1.13E+00	0.323581	1.25E+00
1069	0.519325	0.825657	0.357651	1.42E+00
1070	0.502116	0.583614	0.393658	1.60E+00
1071	0.493169	0.418987	0.430133	1.79E+00
1072	0.497328	0.318285	0.465368	1.98E+00
1073	0.517074	0.26106	0.497566	2.16E+00
1074	0.553273	0.231259	0.525064	2.32E+00
1075	0.606223	0.218911	0.54658	2.45E+00
1076	0.676214	0.218351	0.561407	2.56E+00
1077	0.763629	0.22642	0.569482	2.63E+00
1078	0.86881	0.241313	0.571343	2.65E+00
1079	0.991807	0.261904	0.56801	2.63E+00
1080	1.13E+00	0.287352	0.560867	2.56E+00
1081	1.29E+00	0.316858	0.551579	2.41E+00
1082	1.46E+00	0.349505	0.542054	2.19E+00
1083	1.63E+00	0.384162	0.53442	1.86E+00
1084	1.81E+00	0.419465	0.53101	1.44E+00
1085	1.99E+00	0.453874	0.534383	0.969753
1086	2.14E+00	0.485815	0.547471	0.55098
1087	2.28E+00	0.513883	0.573372	0.284904
1088	2.38E+00	0.537037	0.61438	0.158025
1089	2.44E+00	0.554731	0.671513	0.104101
1090	2.46E+00	0.566912	0.745131	0.0814775
1091	2.43E+00	0.573907	0.83543	0.0728131
1092	2.33E+00	0.576213	0.942452	0.0713018
1093	2.17E+00	0.57427	1.07E+00	0.0740962
1094	1.95E+00	0.568257	1.20E+00	0.0798751
1095	1.66E+00	0.558021	1.36E+00	0.0879308
1096	1.34E+00	0.543372	1.52E+00	0.0977959
1097	1.01E+00	0.525031	1.69E+00	0.109075
1098	0.725352	0.50597	1.85E+00	0.121367
1099	0.513902	0.491609	2.00E+00	0.134235
1100	0.376315	0.487719	2.14E+00	0.147207
1101	0.294588	0.498141	2.24E+00	0.159809
1102	0.249422	0.524542	2.30E+00	0.171591
1103	0.227275	0.567465	2.31E+00	0.182158
1104	0.22009	0.627189	2.26E+00	0.19116
1105	0.223344	0.704077	2.15E+00	0.198263
1106	0.234503	0.798553	1.97E+00	0.203118
1107	0.252078	0.910919	1.74E+00	0.205374
1108	0.275088	1.04E+00	1.47E+00	0.204836
1109	0.302724	1.19E+00	1.19E+00	0.201814
1110	0.334147	1.35E+00	0.93635	0.197494
